CdS,Coorte,Genere,Voto_test,Crediti_convoto,Crediti_totali,Voto_medio,Scuola_provenienza,Esame_Matematica,Voto_Matematica,Crediti_Matematica
CdS3,2010,F,14.00,39,39,27,LS,EsameMatematica,25,15
CdS3,2010,F,21.00,15,18,21,LS,EsameMatematica,21,15
CdS3,2010,F,15.00,0,6,0,LC,EsameMatematica,22,15
CdS3,2010,M,24.00,48,51,24,LS,EsameMatematica,28,15
CdS3,2010,F,17.00,15,18,23,LC,EsameMatematica,23,15
CdS3,2010,M,24.00,15,27,28,LS,EsameMatematica,28,15
CdS3,2010,F,20.00,48,51,24,LC,EsameMatematica,28,15
CdS3,2010,M,21.00,24,27,19,LS,EsameMatematica,20,15
CdS3,2010,F,17.00,18,22,19,LS,EsameMatematica,19,15
CdS3,2010,F,17.00,18,22,19,LS,EsameMatematica,19,3
CdS3,2010,M,22.00,30,33,23,LS,EsameMatematica,26,15
CdS3,2010,M,18.00,57,60,28,LS,EsameMatematica,31,15
CdS3,2010,F,10.00,30,33,24,LS,EsameMatematica,24,15
CdS3,2010,F,17.00,15,15,18,LS,EsameMatematica,18,15
CdS3,2010,F,22.00,48,51,25,LS,EsameMatematica,31,15
CdS3,2010,F,11.00,15,15,21,LS,EsameMatematica,21,15
CdS3,2010,F,19.00,15,18,19,LC,EsameMatematica,19,15
CdS3,2010,M,18.00,30,33,22,LS,EsameMatematica,25,15
CdS3,2010,F,20.00,39,42,26,LS,EsameMatematica,28,15
CdS3,2010,F,15.00,15,18,18,LS,EsameMatematica,18,15
CdS3,2010,F,13.00,30,57,27,LC,EsameMatematica,28,15
CdS3,2010,F,18.00,0,3,0,IT,,,
CdS3,2010,M,17.00,15,18,24,LS,EsameMatematica,24,15
CdS3,2010,F,12.00,0,3,0,TC,,,
CdS3,2010,F,17.00,15,18,19,TC,EsameMatematica,19,15
CdS3,2010,F,14.00,0,3,0,IT,,,
CdS3,2010,F,18.00,15,42,23,LS,EsameMatematica,23,15
CdS3,2010,F,20.00,24,27,24,LS,EsameMatematica,27,15
CdS3,2010,F,24.00,30,30,24,LS,EsameMatematica,25,15
CdS3,2010,M,12.00,15,15,18,LS,EsameMatematica,18,15
CdS3,2010,M,22.00,30,33,27,LS,EsameMatematica,26,15
CdS3,2010,M,14.00,0,6,0,LS,,,
CdS3,2011,M,14.00,15,27,23,LS,,,
CdS3,2011,F,22.00,48,51,27,LS,EsameMatematica,27,15
CdS3,2011,F,19.00,15,15,18,LL,EsameMatematica,20,15
CdS3,2011,M,24.00,48,51,26,LC,EsameMatematica,25,15
CdS3,2011,M,12.00,15,18,20,IT,EsameMatematica,19,15
CdS3,2011,F,13.00,48,51,27,LS,EsameMatematica,29,15
CdS3,2011,M,23.00,48,51,30,LS,EsameMatematica,31,15
CdS3,2011,F,21.00,48,51,30,LS,EsameMatematica,31,15
CdS3,2011,M,23.00,39,42,30,LS,EsameMatematica,30,15
CdS3,2011,F,16.00,0,3,0,TC,,,
CdS3,2011,M,25.00,57,60,29,LS,EsameMatematica,31,15
CdS3,2011,M,23.00,48,51,29,LS,EsameMatematica,29,15
CdS3,2011,M,22.00,39,39,27,LS,EsameMatematica,25,15
CdS3,2011,M,22.00,39,42,25,LS,EsameMatematica,27,15
CdS3,2011,F,21.00,39,42,23,LS,EsameMatematica,26,15
CdS3,2011,F,23.00,30,33,25,LS,EsameMatematica,24,15
CdS3,2011,F,23.00,30,33,27,LS,EsameMatematica,27,15
CdS3,2011,M,25.00,15,18,30,LS,EsameMatematica,30,15
CdS3,2011,F,17.00,0,3,0,TC,,,
CdS3,2011,M,25.00,39,42,29,LS,EsameMatematica,30,15
CdS3,2011,M,18.00,48,51,24,LC,EsameMatematica,24,15
CdS3,2011,F,13.00,39,42,25,LC,EsameMatematica,21,15
CdS3,2011,M,21.00,18,21,24,LS,,,
CdS3,2011,M,19.00,48,51,29,LS,EsameMatematica,28,15
CdS3,2011,F,18.00,0,5,0,LC,,,
CdS3,2011,F,20.00,39,42,21,LS,EsameMatematica,20,15
CdS3,2011,M,24.00,15,18,18,LS,EsameMatematica,18,15
CdS3,2011,F,16.00,0,3,0,LS,,,
CdS3,2011,F,25.00,30,33,26,LS,EsameMatematica,25,15
CdS3,2011,F,21.00,48,54,23,LS,EsameMatematica,26,15
CdS3,2011,M,22.00,15,15,29,LS,EsameMatematica,29,15
CdS3,2011,F,21.00,30,33,23,LS,EsameMatematica,24,15
CdS3,2011,F,24.00,9,12,30,LS,EsameMatematica,25,15
CdS3,2011,F,20.00,39,42,28,AL,EsameMatematica,30,15
CdS3,2011,F,11.00,24,27,22,LC,EsameMatematica,24,15
CdS3,2011,F,17.00,30,33,20,LS,EsameMatematica,19,15
CdS3,2011,F,22.00,30,30,22,LS,EsameMatematica,20,15
CdS3,2011,F,16.00,30,33,21,LS,EsameMatematica,19,15
CdS3,2011,M,16.00,0,3,0,IT,,,
CdS3,2011,M,17.00,0,3,0,LS,EsameMatematica,25,15
CdS3,2011,M,15.00,15,15,20,LS,EsameMatematica,24,15
CdS3,2011,F,15.00,30,33,21,AL,EsameMatematica,20,15
CdS3,2011,F,10.00,24,27,23,TC,EsameMatematica,23,15
CdS3,2011,M,25.00,48,51,28,LS,EsameMatematica,31,15
CdS3,2011,M,18.00,30,33,22,LS,EsameMatematica,20,15
CdS3,2011,F,21.00,39,42,23,LS,EsameMatematica,22,15
CdS3,2011,M,19.00,30,33,24,LS,EsameMatematica,23,15
CdS3,2011,F,16.00,0,3,0,LS,,,
CdS3,2011,F,19.00,39,42,26,AL,EsameMatematica,26,15
CdS3,2011,F,19.00,30,33,24,LS,EsameMatematica,21,15
CdS3,2011,M,24.00,48,51,24,LS,EsameMatematica,23,15
CdS3,2011,M,17.00,48,51,29,LS,EsameMatematica,28,15
CdS3,2011,M,22.00,15,15,19,LS,EsameMatematica,19,15
CdS3,2011,M,14.00,15,18,25,LS,EsameMatematica,23,15
CdS3,2011,M,23.00,42,48,24,LS,EsameMatematica,26,15
CdS3,2011,M,23.00,42,48,24,LS,EsameMatematica,26,12
CdS3,2012,F,20.00,30,33,25,LS,EsameMatematica,26,15
CdS3,2012,F,14.00,39,42,25,LS,EsameMatematica,25,15
CdS3,2012,F,19.00,30,33,24,LS,EsameMatematica,25,15
CdS3,2012,F,17.00,48,48,26,LS,EsameMatematica,28,15
CdS3,2012,M,17.00,30,33,22,IT,EsameMatematica,24,15
CdS3,2012,M,22.00,39,42,26,LS,EsameMatematica,27,15
CdS3,2012,F,15.00,39,39,21,XX,EsameMatematica,20,15
CdS3,2012,M,17.00,48,51,29,IT,EsameMatematica,30,15
CdS3,2012,M,18.00,39,42,23,LS,EsameMatematica,24,15
CdS3,2012,M,21.00,30,30,30,LS,EsameMatematica,28,15
CdS3,2012,F,21.00,39,42,25,LC,EsameMatematica,23,15
CdS3,2012,F,18.00,48,51,27,LS,EsameMatematica,28,15
CdS3,2012,F,18.00,39,42,28,LS,EsameMatematica,26,15
CdS3,2012,M,22.00,39,42,28,LS,EsameMatematica,28,15
CdS3,2012,F,8.00,39,45,27,LC,EsameMatematica,28,15
CdS3,2012,F,24.00,48,51,30,LS,EsameMatematica,30,15
CdS3,2012,M,19.00,48,48,22,LS,EsameMatematica,19,15
CdS3,2012,F,12.00,0,6,0,XX,,,
CdS3,2012,F,19.00,0,3,0,XX,,,
CdS3,2012,F,16.00,15,27,19,LS,EsameMatematica,19,15
CdS3,2012,M,15.00,48,51,28,LC,EsameMatematica,27,15
CdS3,2012,F,21.00,39,39,26,LS,EsameMatematica,28,15
CdS3,2012,M,22.00,48,48,25,LS,EsameMatematica,27,15
CdS3,2012,F,15.00,39,42,23,LS,EsameMatematica,23,15
CdS3,2012,F,20.00,48,51,20,LS,EsameMatematica,22,15
CdS3,2012,F,20.00,48,51,27,LS,EsameMatematica,28,15
CdS3,2012,F,16.00,39,42,27,LS,EsameMatematica,28,15
CdS3,2012,M,24.00,57,60,29,LS,EsameMatematica,28,15
CdS3,2012,F,21.00,39,42,26,LS,EsameMatematica,26,15
CdS3,2012,F,19.00,30,30,27,LS,EsameMatematica,28,15
CdS3,2012,F,19.00,30,33,27,XX,EsameMatematica,27,15
CdS3,2012,M,13.00,15,18,18,LS,EsameMatematica,18,15
CdS3,2012,M,15.00,0,3,0,LS,,,
CdS3,2012,F,23.00,48,48,29,LS,EsameMatematica,27,15
CdS3,2012,M,14.00,39,42,31,LC,EsameMatematica,31,15
CdS3,2012,M,17.00,48,51,24,LC,EsameMatematica,25,15
CdS3,2012,F,19.00,48,48,27,LC,EsameMatematica,26,15
CdS3,2012,F,15.00,30,30,28,LS,EsameMatematica,28,15
CdS3,2012,M,23.00,39,42,24,LS,EsameMatematica,22,15
CdS3,2012,F,10.00,0,6,0,XX,,,
CdS3,2013,M,25.00,39,39,26,IT,EsameMatematica,26,15
CdS3,2013,M,25.00,48,51,31,LS,EsameMatematica,31,15
CdS3,2013,M,25.00,57,60,28,XX,EsameMatematica,30,15
CdS3,2013,F,17.00,0,6,0,XX,,,
CdS3,2013,M,16.00,30,33,25,LS,EsameMatematica,23,15
CdS3,2013,F,20.00,30,33,26,LS,EsameMatematica,23,15
CdS3,2013,F,21.00,39,42,26,LS,EsameMatematica,26,15
CdS3,2013,M,24.00,48,51,30,LS,EsameMatematica,29,15
CdS3,2013,M,24.00,57,57,28,LS,EsameMatematica,30,15
CdS3,2013,M,24.00,57,60,29,XX,EsameMatematica,30,15
CdS3,2013,F,15.00,30,51,22,LS,EsameMatematica,23,15
CdS3,2013,F,17.00,48,51,27,LS,EsameMatematica,27,15
CdS3,2013,M,22.00,15,15,24,LS,EsameMatematica,21,15
CdS3,2013,F,14.00,30,30,27,LS,EsameMatematica,30,15
CdS3,2013,F,12.00,15,18,19,XX,EsameMatematica,21,15
CdS3,2013,M,19.00,57,60,25,LS,EsameMatematica,24,15
CdS3,2013,F,24.00,39,42,22,LS,EsameMatematica,22,15
CdS3,2013,F,24.00,0,3,0,XX,,,
CdS3,2013,M,19.00,24,45,22,LS,,,
CdS3,2013,F,22.00,48,51,23,LS,EsameMatematica,18,15
CdS3,2013,M,21.00,39,42,23,LS,EsameMatematica,25,15
CdS3,2013,M,22.00,9,12,19,LS,,,
CdS3,2013,M,25.00,9,33,19,LS,,,
CdS3,2013,M,17.00,39,42,24,IT,EsameMatematica,22,15
CdS3,2013,M,24.00,48,51,27,LS,EsameMatematica,28,15
CdS3,2013,M,15.00,30,33,21,LS,EsameMatematica,22,15
CdS3,2013,F,15.00,30,33,25,LS,EsameMatematica,27,15
CdS3,2013,M,23.00,48,48,29,LS,EsameMatematica,29,15
CdS3,2013,F,25.00,39,42,24,LS,EsameMatematica,20,15
CdS3,2013,F,22.00,48,48,25,LS,EsameMatematica,28,15
CdS3,2013,F,14.00,30,30,19,IT,EsameMatematica,18,15
CdS3,2013,M,19.00,39,39,21,LS,EsameMatematica,23,15
CdS3,2013,M,18.00,0,3,0,IT,,,
CdS3,2013,F,15.00,0,3,0,XX,,,
CdS3,2013,M,19.00,39,63,25,IT,EsameMatematica,21,15
CdS3,2013,M,19.00,39,63,25,IT,EsameMatematica,0,12
CdS3,2013,M,21.00,48,51,28,LS,EsameMatematica,30,15
CdS3,2013,F,14.00,15,18,23,LS,,,
CdS3,2013,M,23.00,24,24,22,LS,EsameMatematica,23,15
CdS3,2013,F,20.00,30,33,23,LS,EsameMatematica,24,15
CdS3,2013,M,23.00,39,42,23,LS,EsameMatematica,21,15
CdS3,2013,F,19.00,39,63,27,LS,EsameMatematica,28,15
CdS3,2013,F,19.00,39,63,27,LS,EsameMatematica,0,12
CdS3,2013,F,16.00,30,33,21,LS,EsameMatematica,19,15
CdS3,2013,F,19.00,15,18,20,IT,EsameMatematica,20,15
CdS3,2013,F,8.00,0,3,0,LS,,,
CdS3,2013,M,19.00,39,42,28,LS,EsameMatematica,29,15
CdS3,2013,M,25.00,48,48,25,IT,EsameMatematica,25,15
CdS3,2014,F,19.00,30,33,22,LS,EsameMatematica,19,15
CdS3,2014,M,16.00,15,30,23,LC,EsameMatematica,23,15
CdS3,2014,F,23.00,48,51,30,LS,EsameMatematica,31,15
CdS3,2014,M,17.00,24,27,25,LS,EsameMatematica,26,15
CdS3,2014,M,24.00,57,60,27,LS,EsameMatematica,28,15
CdS3,2014,F,25.00,57,60,28,LS,EsameMatematica,31,15
CdS3,2014,M,13.00,0,3,0,IT,,,
CdS3,2014,F,14.00,0,3,0,IT,,,
CdS3,2014,F,20.00,48,48,24,LS,EsameMatematica,25,15
CdS3,2014,F,23.00,0,3,0,LS,EsameMatematica,27,15
CdS3,2014,F,13.00,0,3,0,LL,,,
CdS3,2014,M,16.00,48,51,22,LS,EsameMatematica,23,15
CdS3,2014,M,25.00,57,60,29,LS,EsameMatematica,31,15
CdS3,2014,M,22.00,0,3,0,LS,,,
CdS3,2014,M,22.00,9,9,28,LS,EsameMatematica,30,15
CdS3,2014,M,24.00,48,51,26,LS,EsameMatematica,27,15
CdS3,2014,M,11.00,0,3,0,,,,
CdS3,2014,F,17.00,30,33,19,LS,EsameMatematica,19,15
CdS3,2014,M,23.00,24,27,28,LS,EsameMatematica,30,15
CdS3,2014,M,18.00,0,3,0,LS,,,
CdS3,2014,F,14.00,0,3,0,TC,,,
CdS3,2014,F,17.00,0,3,0,LS,,,
CdS3,2014,M,19.00,39,42,24,LS,EsameMatematica,24,15
CdS3,2014,F,19.00,39,39,25,LS,EsameMatematica,23,15
CdS3,2014,M,14.00,15,15,20,IT,EsameMatematica,21,15
CdS3,2014,M,25.00,48,51,28,LS,EsameMatematica,26,15
CdS3,2014,F,16.00,30,30,25,LS,EsameMatematica,25,15
CdS3,2014,F,18.00,39,42,22,LS,EsameMatematica,24,15
CdS3,2014,F,21.00,15,18,26,LS,EsameMatematica,26,15
CdS3,2014,F,14.00,24,24,22,LC,,,
CdS3,2014,M,25.00,57,60,29,LS,EsameMatematica,31,15
CdS3,2014,F,16.00,15,18,22,LC,EsameMatematica,21,15
CdS3,2014,M,21.00,33,36,29,LS,EsameMatematica,30,15
CdS3,2014,M,19.00,15,18,21,LS,EsameMatematica,19,15
CdS3,2014,M,20.00,30,33,21,IT,EsameMatematica,23,15
CdS3,2014,F,19.00,39,39,24,LS,EsameMatematica,26,15
CdS3,2014,F,21.00,48,51,26,LS,EsameMatematica,28,15
CdS3,2014,F,17.00,33,36,23,LC,EsameMatematica,26,15
CdS3,2014,F,22.00,48,51,26,LS,EsameMatematica,28,15
CdS3,2014,F,0.00,18,21,29,LS,,,
CdS3,2014,F,23.00,39,39,29,LS,EsameMatematica,30,15
CdS3,2014,M,22.00,24,24,22,LS,EsameMatematica,23,15
CdS3,2014,M,21.00,39,42,25,LS,EsameMatematica,27,15
CdS3,2014,M,17.00,0,3,0,LS,,,
CdS3,2014,F,16.00,48,51,24,LS,EsameMatematica,20,15
CdS3,2014,F,20.00,15,18,22,LS,EsameMatematica,22,15
CdS3,2014,F,25.00,48,51,28,TC,EsameMatematica,28,15
CdS3,2014,F,22.00,57,60,28,LS,EsameMatematica,28,15
CdS3,2014,F,20.00,30,33,23,LS,EsameMatematica,23,15
CdS3,2014,F,24.00,24,27,20,LS,EsameMatematica,24,15
CdS3,2014,F,19.00,0,3,0,LS,,,
CdS3,2014,M,20.00,48,51,25,LS,EsameMatematica,25,15
CdS3,2014,F,21.00,48,48,29,LS,EsameMatematica,30,15
CdS3,2014,F,17.00,0,3,0,AL,,,
CdS3,2014,F,20.00,48,51,24,LS,EsameMatematica,24,15
CdS3,2015,F,21.00,33,36,23,LS,EsameMatematica,28,15
CdS3,2015,M,25.00,57,60,29,LS,EsameMatematica,30,15
CdS3,2015,M,22.00,39,42,26,LS,EsameMatematica,27,15
CdS3,2015,F,22.00,24,27,25,LS,,,
CdS3,2015,M,24.00,15,18,28,LS,EsameMatematica,19,15
CdS3,2015,M,24.00,33,36,25,LS,EsameMatematica,27,15
CdS3,2015,M,20.00,39,42,25,LS,EsameMatematica,23,15
CdS3,2015,F,17.00,15,15,20,LS,,,
CdS3,2015,F,23.00,57,60,27,LS,EsameMatematica,26,15
CdS3,2015,M,23.00,48,51,25,LS,EsameMatematica,25,15
CdS3,2015,M,24.00,57,60,28,LS,EsameMatematica,28,15
CdS3,2015,M,22.00,24,27,25,LS,EsameMatematica,24,15
CdS3,2015,M,25.00,39,42,25,LS,EsameMatematica,22,15
CdS3,2015,F,22.00,48,51,25,LS,EsameMatematica,23,15
CdS3,2015,F,16.00,15,18,24,LS,EsameMatematica,26,15
CdS3,2015,M,23.00,57,60,29,LS,EsameMatematica,30,15
CdS3,2015,F,21.00,24,27,25,LS,EsameMatematica,26,15
CdS3,2015,F,22.00,48,51,26,LS,EsameMatematica,24,15
CdS3,2015,M,25.00,48,48,30,LS,EsameMatematica,31,15
CdS3,2015,M,24.00,0,3,0,LS,,,
CdS3,2015,M,24.00,48,51,28,LS,EsameMatematica,26,15
CdS3,2015,M,24.00,57,60,31,,EsameMatematica,31,15
CdS3,2015,M,25.00,48,48,27,LC,EsameMatematica,27,15
CdS3,2015,M,24.00,33,33,25,LS,EsameMatematica,22,15
CdS3,2015,F,22.00,24,27,23,AL,EsameMatematica,28,15
CdS3,2015,F,17.00,15,15,24,LC,,,
CdS3,2015,M,20.00,48,48,25,LS,EsameMatematica,25,15
CdS3,2015,M,24.00,48,51,28,LS,EsameMatematica,25,15
CdS3,2015,F,16.00,0,3,0,LS,,,
CdS3,2015,M,22.00,24,24,27,LS,,,
CdS3,2015,M,20.00,39,42,21,IT,EsameMatematica,21,15
CdS3,2015,M,24.00,9,12,18,,,,
CdS3,2016,F,8.75,0,3,0,LS,,,
CdS3,2016,F,13.50,42,45,22,LS,EsameMatematica,20,15
CdS3,2016,M,11.50,30,33,24,IT,EsameMatematica,23,15
CdS3,2016,F,8.75,48,51,21,LS,EsameMatematica,23,15
CdS3,2016,M,9.50,48,51,23,LS,EsameMatematica,22,15
CdS3,2016,F,9.50,18,21,22,LS,,,
CdS3,2016,M,12.75,48,51,26,LS,EsameMatematica,24,15
CdS3,2016,M,11.00,57,60,30,LS,EsameMatematica,30,15
CdS3,2016,F,15.50,48,51,24,IT,EsameMatematica,22,15
CdS3,2016,M,12.50,39,42,28,LS,EsameMatematica,30,15
CdS3,2016,M,13.00,0,3,0,LS,,,
CdS3,2016,F,14.00,48,51,25,LS,EsameMatematica,30,15
CdS3,2016,F,8.75,33,36,25,LS,EsameMatematica,25,15
CdS3,2016,F,4.25,39,42,22,LC,EsameMatematica,23,15
CdS3,2016,F,15.50,48,51,26,LS,EsameMatematica,23,15
CdS3,2016,M,19.00,48,51,29,LS,EsameMatematica,26,15
CdS3,2016,M,18.00,0,3,0,LS,,,
CdS3,2016,F,9.50,39,42,20,LS,EsameMatematica,20,15
CdS3,2016,M,13.75,0,3,0,LS,,,
CdS3,2016,F,10.25,48,51,28,LS,EsameMatematica,28,15
CdS3,2016,M,11.50,9,12,24,LS,,,
CdS3,2016,M,18.75,57,60,31,LS,EsameMatematica,31,15
CdS3,2016,F,10.50,48,51,28,LS,EsameMatematica,30,15
CdS3,2016,M,15.25,57,60,30,LS,EsameMatematica,28,15
CdS3,2016,M,5.50,24,24,22,LS,EsameMatematica,20,15
CdS3,2016,M,14.25,48,51,29,LS,EsameMatematica,30,15
CdS3,2016,M,9.50,48,51,27,IT,EsameMatematica,28,15
CdS3,2016,M,14.00,24,24,24,LS,EsameMatematica,24,15
CdS3,2016,M,20.00,57,57,30,LS,EsameMatematica,30,15
CdS3,2016,F,12.75,48,51,27,LC,EsameMatematica,24,15
CdS3,2016,F,9.50,15,18,26,LS,,,
CdS3,2016,F,12.75,30,33,21,LS,EsameMatematica,20,15
CdS3,2016,M,19.00,48,51,30,LS,EsameMatematica,30,15
CdS3,2016,M,3.75,15,15,18,LC,,,
CdS3,2016,F,5.25,0,3,0,LS,,,
CdS3,2016,F,7.75,0,3,0,LS,,,
CdS3,2016,M,7.75,39,39,28,TC,EsameMatematica,28,15
CdS3,2016,F,14.50,48,51,25,LS,EsameMatematica,24,15
CdS3,2016,F,5.25,0,3,0,LC,,,
CdS3,2016,F,12.50,15,18,27,LS,EsameMatematica,27,15
CdS3,2016,M,14.25,39,39,24,,EsameMatematica,24,15
CdS3,2016,F,8.00,15,18,18,LS,EsameMatematica,18,15
CdS3,2016,M,8.50,0,3,0,IA,,,
